MA/PDP PSC, MA/PDP TFN, MS PSC, MS TFN, Date Added, Date Updated, Site, Employer Group Indicator,Endorsed Group Indicator, Group Effective Date, Site Name, Group Number,Contract Number, PBP Number, Employer Id, Branch Id, Contract Year, Subdomain
887465,1-855-662-7068,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887466,1-866-719-7411,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887467,8666992303,5RJ,1-866-321-3532,09/04/2014,09/04/2014,AARPMedicarePlans,N,,,,,,,,,,
887468,1-866-477-3966,5RJ,1-866-321-3532,09/04/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887469,1-866-658-3520,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887470,1-866-584-6674,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887471,1-866-699-2305,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887472,1-866-658-3429,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887473,1-855-882-5902,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887474,1-866-658-1957,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887475,1-855-805-3526,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887476,1-866-658-5501,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887477,1-855-894-8604,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887478,1-866-658-5493,5RJ,1-866-321-3532,09/04/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887479,1-866-658-8438,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887480,1-866-658-8349,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887481,1-866-658-8423,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887482,1-866-658-8424,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887483,1-866-584-6580,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887484,1-866-658-8437,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887485,1-855-468-6438,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887486,1-855-894-8605,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887487,1-855-553-0994,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887488,1-855-290-8656,22F,1-866-270-9478,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887489,1-855-290-8657,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887490,1-855-553-0983,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887491,1-855-668-8697,5RJ,1-866-321-3532,09/04/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887492,1-855-630-9863,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887493,1-855-553-0958,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887494,1-855-549-0927,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887495,1-855-549-0925,5RJ,1-866-321-3532,09/04/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887496,1-855-290-8652,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887497,1-855-514-2240,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887498,1-855-845-5696,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887499,1-855-839-1454,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887500,1-855-844-2083,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887501,1-855-882-5903,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887502,1-866-400-2035,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887503,1-855-845-5715,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887504,1-855-514-2241,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887505,1-855-845-5717,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887506,1-855-895-9007,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887507,1-855-895-9008,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887508,1-855-896-3358,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887509,1-855-896-3360,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887510,1-855-896-3361,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887511,1-855-896-3363,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887512,1-855-833-5049,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887513,1-855-882-5963,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887514,1-855-895-8997,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887515,1-855-885-2112,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887516,1-855-896-3366,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887517,1-855-895-4079,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887518,1-855-885-2114,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887519,1-855-887-4361,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887520,1-855-885-2115,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887521,1-855-885-2116,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887522,1-855-885-2118,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887523,1-855-885-2119,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887524,1-855-885-2120,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887525,1-855-887-4366,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887526,1-855-888-1637,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887527,1-855-833-5047,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887528,1-855-887-4360,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887529,1-866-308-8927,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887530,1-855-834-6081,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887531,1-855-888-1640,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887532,1-866-561-4043,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887533,1-866-568-0265,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887534,1-855-518-4412,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887535,1-855-876-8234,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887536,1-855-888-1639,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887537,1-855-895-9003,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887538,1-855-844-2082,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887539,1-855-895-4077,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887540,1-855-844-2079,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887541,1-855-895-9002,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887542,1-855-888-1636,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887543,1-855-895-4080,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887544,1-855-895-4081,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887545,1-855-895-4084,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887546,1-855-895-4078,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887547,1-855-888-1635,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887548,1-855-888-1634,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887549,1-866-584-6668,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887550,1-855-888-1638,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887551,1-855-311-4650,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887552,1-855-830-7502,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887553,1-855-829-5741,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887554,1-855-312-3578,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887555,1-855-829-5740,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887556,1-855-829-5739,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887557,1-855-829-5738,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887558,1-855-311-4738,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887559,1-855-829-5737,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887560,1-855-311-4652,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887561,1-855-839-1459,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887562,1-855-311-4651,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887563,1-855-625-0375,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887564,1-855-833-5046,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887565,1-855-830-7503,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887566,1-855-311-4645,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887567,1-855-322-1162,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887568,1-855-828-8944,22E,1-866-268-9834,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887569,1-855-850-0062,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887570,1-855-828-8941,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887571,1-855-828-8938,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887572,1-855-850-0063,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887573,1-855-311-4640,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887574,1-855-279-7139,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887575,1-855-850-0628,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887576,1-855-300-1180,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887577,1-855-829-5735,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887578,1-855-830-7510,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887579,1-855-846-7261,5RC,1-866-320-9677,09/19/2014,09/19/2014,AARPMedicarePlans,N,,,,,,,,,,
887580,1-855-231-7499,22E,1-866-268-9834,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887581,1-855-846-7265,22E,1-866-268-9834,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887582,1-855-272-9554,22E,1-866-268-9834,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887583,1-855-839-1457,22E,1-866-268-9834,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887584,1-855-272-9563,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887585,1-855-322-3400,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887586,1-855-846-7267,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887587,1-855-850-0057,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887588,1-855-846-7268,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887589,1-855-850-0054,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887590,1-855-314-8811,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887591,1-855-830-7536,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887592,1-855-315-9978,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887593,1-855-830-7505,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887594,1-855-846-7256,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887595,1-855-850-0056,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887596,1-855-846-5485,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887597,1-855-264-3804,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887598,1-855-315-1040,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887599,1-855-850-0058,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887600,1-855-322-5109,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887601,1-855-317-4186,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887602,1-855-830-7504,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887603,1-855-316-6989,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887604,1-855-859-1763,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887605,1-855-829-5734,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887606,1-855-844-2075,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887607,1-855-300-1175,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887608,1-855-322-5116,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887609,1-855-322-7486,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887610,1-855-322-8960,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887611,1-855-322-8961,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887612,1-855-322-8962,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887613,1-855-322-8963,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887614,1-855-322-8964,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887615,1-855-322-8965,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887616,1-855-322-8967,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887617,1-855-322-8968,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887618,1-855-322-5111,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887619,1-855-826-1156,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887620,1-855-322-8971,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887621,1-855-844-2076,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887622,1-855-844-2077,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887623,1-855-829-5736,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887624,1-855-834-6079,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887625,1-855-844-2078,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887626,1-855-846-7262,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887627,1-855-358-7793,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887628,1-855-850-0059,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887629,1-855-625-0372,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887630,1-855-497-6434,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887631,1-855-844-2080,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887632,1-855-859-1773,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887633,1-855-322-5110,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887634,1-855-839-1460,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887635,1-855-844-2081,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887636,1-855-826-1158,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887637,1-855-850-0055,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887638,1-855-845-5713,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887639,1-855-358-7794,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887640,1-855-322-8973,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887641,1-855-322-8975,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887642,1-855-322-8976,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887643,1-855-322-8978,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887644,1-855-322-8979,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887645,1-855-322-8981,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887646,1-855-322-5115,5RC,1-866-320-9677,09/03/2014,09/18/2014,AARPMedicarePlans,N,,,,,,,,,,
887647,8553228970,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887648,8558591761,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887649,8553228969,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887650,8553225112,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887651,8556334196,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887652,8553223402,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887653,8553223403,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887654,8553223404,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887655,8553223405,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887656,8553223406,5RC,1-866-320-9677,09/03/2014,09/03/2014,AARPMedicarePlans,N,,,,,,,,,,
887657,1-855-322-5106,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887658,1-855-844-2074,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887659,1-855-322-5108,5RC,1-866-320-9677,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887660,1-855-882-0854,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887661,1-855-604-5217,5RJ,1-866-321-3532,09/22/2014,09/22/2014,AARPMedicarePlans,N,,,,,,,,,,
887662,1-855-825-0151,22G,1-866-296-2289,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887663,1-855-753-3520,22G,1-866-296-2289,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887664,1-855-753-3519,22G,1-866-296-2289,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887665,1-855-753-3518,22G,1-866-296-2289,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887778,1-855-839-1451,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887779,1-855-834-6086,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887780,1-866-568-9705,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887781,1-866-410-5255,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887782,1-855-846-5480,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887783,1-855-887-4371,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887784,1-855-895-9004,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887785,1-855-895-9006,5RN,1-866-322-0224,09/25/2014,10/16/2014,AARPMedicarePlans,N,,,,,,,,,,
887786,1-855-694-9226,547,1-888-310-8165,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887787,1-855-604-5215,548,1-888-349-3640,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887788,1-855-291-8638,55D,1-888-892-5435,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887789,1-855-611-3987,547,1-888-310-8165,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887790,1-855-662-7070,549,1-888-349-4134,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887791,1-855-814-6894,54A,1-888-349-4203,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887792,1-855-662-7071,55E,1-888-892-5744,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887793,1-855-608-8757,548,1-888-349-3640,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887794,1-855-290-8654,54B,1-888-349-5003,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887795,1-855-814-6893,54C,1-888-349-5068,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887796,1-855-553-0995,54D,1-888-395-2016,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887797,1-855-814-6892,54E,1-888-395-2808,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887798,1-855-799-2938,54F,1-888-395-4624,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887799,1-855-608-8761,54G,1-888-396-2392,10/14/2014,10/14/2014,AARPMedicarePlans,N,,,,,,,,,,
887800,1-855-549-0924,55F,1-888-892-5747,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
887801,1-855-812-1894,55G,1-888-892-5748,09/25/2014,09/25/2014,AARPMedicarePlans,N,,,,,,,,,,
